cell_id,cycle_index,capacity,soh,ambient_temperature,v_mean,t_mean,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,mission_profile
AUV_PACK_CELL_01,12,1.9943113900602347,99.71556950301174,16.702282018339787,3.6373556564018057,24.63996097242085,3121.1662299363434,26.03294316129028,1.4,199,187,-0.004878655850280245,0,SURVEY_CRUISE
AUV_PACK_CELL_01,13,1.9921184863527734,99.60592431763867,15.253893144606401,3.633540017634932,22.98683605923859,3119.699529394797,25.989974620352825,1.4,199,186,-0.00219290370746128,0,DEEP_DIVE
AUV_PACK_CELL_01,14,1.9783701653758086,98.91850826879043,13.663293526542075,3.628513912513058,22.802131937491332,3092.1176642905243,25.796364260368243,1.4,199,185,-0.013748320976964878,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,15,1.9739481428914463,98.69740714457231,12.000000000000005,3.6168473075535967,20.666157005989803,3139.1862796942523,25.72449219816133,1.4,199,184,-0.004422022484362298,0,SURVEY_CRUISE
AUV_PACK_CELL_01,16,1.973433170838581,98.67165854192905,10.336706473457927,3.6255896922049327,18.46246320517965,3097.9383177296286,25.70357236353835,1.4,199,183,-0.0005149720528652146,0,DEEP_DIVE
AUV_PACK_CELL_01,17,1.9665335827033577,98.32667913516788,8.746106855393599,3.6082717478546242,18.02168284315486,3091.140921919073,25.59954756619923,1.4,199,182,-0.0068995881352234,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,18,1.9668681217433706,98.34340608716853,7.297717981660216,3.6116318139325996,15.855555298806646,3093.8864993584803,25.58974101112995,1.4,199,181,0.00033453904001290447,0,SURVEY_CRUISE
AUV_PACK_CELL_01,19,1.9571794881366988,97.85897440683495,6.054841396180848,3.607146364521709,15.144489988212761,3083.715138476051,25.449596320139126,1.4,199,180,-0.009688633606671715,0,DEEP_DIVE
AUV_PACK_CELL_01,20,1.9505804512783436,97.52902256391718,5.071796769724493,3.6108187413938633,13.605556010429547,3073.358260364187,25.349743544813354,1.4,199,179,-0.006599036858355278,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,21,1.9827622910380047,99.13811455190023,4.391547869638772,3.6311465856667353,13.921921832079764,3051.64288316832,25.753702845834436,1.4,199,178,0.03218183975966116,1,SURVEY_CRUISE
AUV_PACK_CELL_01,22,1.9645595033391712,98.22797516695856,4.043824837053814,3.5873273480740826,13.421495258275415,3064.07202535704,25.503125648547783,1.4,199,177,-0.018202787698833545,0,DEEP_DIVE
AUV_PACK_CELL_01,23,1.9567636488512814,97.83818244256408,4.043824837053813,3.610862601903745,12.419342762814274,3078.7303674471254,25.38783428565607,1.4,199,176,-0.007795854487889775,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,24,1.9436495874766626,97.18247937383313,4.391547869638771,3.5858728412881034,13.377333345115948,3064.181300692325,25.203692930727378,1.4,199,175,-0.01311406137461879,0,SURVEY_CRUISE
AUV_PACK_CELL_01,25,1.9413842905395327,97.06921452697664,5.071796769724491,3.5952806813421057,13.894484744517065,3061.397799399591,25.160340405392343,1.4,199,174,-0.002265296937129957,0,DEEP_DIVE
AUV_PACK_CELL_01,26,1.9392333908977712,96.96166954488857,6.054841396180848,3.6088895059696737,15.239157174947023,3023.331764853532,25.11850226562065,1.4,199,173,-0.0021508996417614057,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,27,1.9301685162901236,96.50842581450618,7.297717981660213,3.5966428001909545,15.315256251370162,3009.655927696121,24.987189544485425,1.4,199,172,-0.0090648746076476,0,SURVEY_CRUISE
AUV_PACK_CELL_01,28,1.9328107082092907,96.64053541046454,8.746106855393599,3.5832225522207066,17.589132585392818,3016.113196198505,25.007478067095086,1.4,199,171,0.0026421919191670362,0,DEEP_DIVE
AUV_PACK_CELL_01,29,1.9243105972162846,96.21552986081423,10.336706473457928,3.5848469629074002,19.365918716882724,3012.3358736843306,24.883645194723222,1.4,199,170,-0.008500110993006071,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,30,1.9231763699165905,96.15881849582952,11.999999999999991,3.5967959774893465,19.620630256788434,3021.4128727770644,24.855131404802012,1.4,199,169,-0.001134227299694146,0,SURVEY_CRUISE
AUV_PACK_CELL_01,31,1.9195755261598708,95.97877630799354,13.663293526542068,3.5806963336828286,21.571664270209183,2973.113030554278,24.79477315630182,1.4,199,168,-0.0036008437567196516,0,DEEP_DIVE
AUV_PACK_CELL_01,32,1.9269816855631354,96.34908427815677,15.253893144606398,3.5881645858958198,22.73427705572635,3014.943254791909,24.876562767945853,1.4,199,167,0.007406159403264612,1,SURFACE_TRANSIT
AUV_PACK_CELL_01,33,1.917004156542808,95.8502078271404,16.702282018339783,3.584455718399038,25.067578601117503,2983.1298815213154,24.733954429377924,1.4,199,166,-0.009977529020327447,0,SURVEY_CRUISE
AUV_PACK_CELL_01,34,1.9101575392972991,95.50787696486496,17.945158603819152,3.5754839965239418,26.803929731717133,2972.596783950789,24.631863500746533,1.4,199,165,-0.006846617245508835,0,DEEP_DIVE
AUV_PACK_CELL_01,35,1.9148099636791343,95.74049818395672,18.928203230275507,3.6014394408932535,28.179381756323522,2957.3184343710973,24.678070811896685,1.4,199,164,0.004652424381835107,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,36,1.9035345575425684,95.17672787712841,19.60845213036123,3.58433919022318,28.145499520571118,2941.1771499220135,24.519047928794315,1.4,199,163,-0.011275406136565858,0,SURVEY_CRUISE
AUV_PACK_CELL_01,37,1.9058944527058612,95.29472263529306,19.956175162946188,3.555748574133424,29.270482935731835,2971.847558759429,24.535722826354174,1.4,199,162,0.0023598951632928244,0,DEEP_DIVE
AUV_PACK_CELL_01,38,1.8935920998674798,94.67960499337399,19.956175162946188,3.575864543147694,27.766124433838744,2954.099769507826,24.36371339373494,1.4,199,161,-0.012302352838381436,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,39,1.8922204899913946,94.61102449956972,19.60845213036123,3.565382135352316,27.256760910683653,2927.1505865038844,24.332441724897343,1.4,199,160,-0.0013716098760852002,0,SURVEY_CRUISE
AUV_PACK_CELL_01,40,1.894165918820517,94.70829594102585,18.928203230275514,3.578524333347962,27.400429380827205,2920.573818419046,24.343820388681284,1.4,199,159,0.0019454288291225197,0,DEEP_DIVE
AUV_PACK_CELL_01,41,1.891944106622559,94.59720533112795,17.945158603819163,3.560074792615673,26.637191328288818,2928.463229510648,24.301643660745448,1.4,199,158,-0.0022218121979580285,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,42,1.8850883347634306,94.25441673817153,16.702282018339787,3.5648526355853307,25.18593464429274,2952.035322879341,24.200010006359015,1.4,199,157,-0.0068557718591284456,0,SURVEY_CRUISE
AUV_PACK_CELL_01,43,1.9041971580536219,95.2098579026811,15.253893144606408,3.5690498727898046,22.72017209458647,2916.606129729546,24.43161121669119,1.4,199,156,0.019108823290191257,1,DEEP_DIVE
AUV_PACK_CELL_01,44,1.891224295588554,94.5612147794277,13.663293526542088,3.570657551941701,22.118733506785695,2891.4528557032286,24.251547387191145,1.4,199,155,-0.012972862465067792,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,45,1.8764142489226434,93.82071244613218,12.000000000000004,3.547997035929442,19.847765249747578,2903.813854038711,24.048125014192596,1.4,199,154,-0.014810046665910681,0,SURVEY_CRUISE
AUV_PACK_CELL_01,46,1.8708935204224746,93.54467602112373,10.336706473457934,3.5546549876415905,19.17154274787295,2896.909146453785,23.963900924387392,1.4,199,153,-0.0055207285001688255,0,DEEP_DIVE
AUV_PACK_CELL_01,47,1.8645242391025079,93.2262119551254,8.746106855393597,3.5512505468883906,17.429405978442023,2854.0467003558765,23.868893499294664,1.4,199,152,-0.006369281319966724,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,48,1.864074364421707,93.20371822108535,7.297717981660218,3.5474667076742628,15.327778088496538,2887.185577002233,23.84971304815709,1.4,199,151,-0.0004498746808008214,0,SURVEY_CRUISE
AUV_PACK_CELL_01,49,1.8554099090236784,92.77049545118392,6.054841396180851,3.569654542402811,14.297907937512505,2878.03598204687,23.725497588667583,1.4,199,150,-0.008664455398028625,0,DEEP_DIVE
AUV_PACK_CELL_01,50,1.8417679597875147,92.08839798937574,5.07179676972449,3.5540498171096093,13.042190008780013,2885.443095472201,23.537794526084436,1.4,199,149,-0.013641949236163686,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,51,1.8438984611857134,92.19492305928567,4.391547869638773,3.5353911604566495,12.860208321002187,2896.23434142418,23.551746265032882,1.4,199,148,0.002130501398198703,0,SURVEY_CRUISE
AUV_PACK_CELL_01,52,1.837275474797551,91.86377373987756,4.043824837053813,3.5551786194705475,13.021395997304431,2878.8984754432163,23.453923801075618,1.4,199,147,-0.0066229863881623885,0,DEEP_DIVE
AUV_PACK_CELL_01,53,1.8326082476295313,91.63041238147656,4.043824837053814,3.565221561970126,12.050961813886042,2851.4666696416775,23.381149066556613,1.4,199,146,-0.004667227168019705,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,54,1.8345491872697008,91.72745936348504,4.39154786963877,3.5523246526055114,13.143571127397694,2832.402111368875,23.39270359671341,1.4,199,145,0.0019409396401695034,0,SURVEY_CRUISE
AUV_PACK_CELL_01,55,1.8332872457480824,91.66436228740412,5.071796769724494,3.52480630034046,13.306667960538272,2881.1003970487477,23.363412659813562,1.4,199,144,-0.0012619415216184038,0,DEEP_DIVE
AUV_PACK_CELL_01,56,1.8301995309904557,91.50997654952279,6.054841396180847,3.533157659271337,14.158404980049676,2836.888276510217,23.310885386319235,1.4,199,143,-0.0030877147576267028,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,57,1.820644692280839,91.03223461404195,7.297717981660212,3.5486691114918663,15.744202801682935,2829.708939378694,23.176078674858168,1.4,199,142,-0.009554838709616709,0,SURVEY_CRUISE
AUV_PACK_CELL_01,58,1.8204643610397555,91.02321805198777,8.746106855393604,3.526923305343812,16.72848569418392,2822.63812369335,23.160675786892185,1.4,199,141,-0.00018033124108352006,0,DEEP_DIVE
AUV_PACK_CELL_01,59,1.820847730888262,91.0423865444131,10.336706473457927,3.5364381942814624,18.559881820784337,2819.471271411518,23.152443067790433,1.4,199,140,0.00038336984850650957,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,60,1.821312492976767,91.06562464883835,11.999999999999982,3.537746340534293,19.901061053705558,2807.834593821141,23.14523916074875,1.4,199,139,0.00046476208850498857,0,SURVEY_CRUISE
AUV_PACK_CELL_01,61,1.8133892284121846,90.66946142060924,13.663293526542066,3.5187306952842192,23.145656093000262,2794.8950698967965,23.031493912217474,1.4,199,138,-0.007923264564582366,0,DEEP_DIVE
AUV_PACK_CELL_01,62,1.8124086891672138,90.62043445836069,15.253893144606389,3.525404746439382,23.771524920592253,2788.797115881394,23.005990936812946,1.4,199,137,-0.0009805392449708794,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,63,1.8064655229048134,90.32327614524067,16.70228201833978,3.4915873265993094,24.85241926434349,2790.00870094676,22.917544209779628,1.4,199,136,-0.005943166262400323,0,SURVEY_CRUISE
AUV_PACK_CELL_01,64,1.8036890357979347,90.18445178989674,17.94515860381915,3.511756123586657,26.55214855918626,2775.8486284329933,22.869334022689173,1.4,199,135,-0.0027764871068787222,0,DEEP_DIVE
AUV_PACK_CELL_01,65,1.8091069364030448,90.45534682015224,18.928203230275503,3.5174743184860686,27.372039205430088,2766.8073132598424,22.925003098099385,1.4,199,134,0.005417900605110049,1,SURFACE_TRANSIT
AUV_PACK_CELL_01,66,1.8084303299623425,90.42151649811713,19.60845213036123,3.5055221681803514,27.99796733059462,2772.5964534153786,22.903408442907075,1.4,199,133,-0.000676606440702221,0,SURVEY_CRUISE
AUV_PACK_CELL_01,67,1.7996076138063088,89.98038069031544,19.956175162946185,3.532324113039316,28.763258512967898,2760.675341738687,22.778713332514737,1.4,199,132,-0.008822716156033694,0,DEEP_DIVE
AUV_PACK_CELL_01,68,1.8005296265147848,90.02648132573924,19.956175162946188,3.4996985862203935,28.83492901796984,2780.55989482874,22.777419987262633,1.4,199,131,0.0009220127084759167,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,69,1.8193114023453194,90.96557011726597,19.60845213036123,3.50759955513303,27.843201556555965,2711.735452874105,23.001917922132343,1.4,199,130,0.01878177583053464,1,SURVEY_CRUISE
AUV_PACK_CELL_01,70,1.8039925920141409,90.19962960070704,18.928203230275514,3.5113074057728606,27.140294109953174,2761.372602778837,22.795250392690683,1.4,199,129,-0.015318810331178545,0,DEEP_DIVE
AUV_PACK_CELL_01,71,1.7986724927760283,89.93362463880142,17.945158603819152,3.522412732890661,26.30763275524333,2757.1912778874644,22.715075176769904,1.4,199,128,-0.005320099238112608,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,72,1.7953690135384535,89.76845067692267,16.702282018339787,3.491641378488205,24.051321435971996,2700.899146513878,22.660429541276944,1.4,199,127,-0.0033034792375747912,0,SURVEY_CRUISE
AUV_PACK_CELL_01,73,1.7819893494860901,89.0994674743045,15.25389314460641,3.5156316375215497,22.99629761350713,2720.3596860887947,22.478726450157335,1.4,199,126,-0.01337966405236335,0,DEEP_DIVE
AUV_PACK_CELL_01,74,1.7819637281432037,89.09818640716018,13.663293526542075,3.5021023306101955,22.84673066026434,2713.428387010063,22.465573113446997,1.4,199,125,-2.5621342886417153e-05,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,75,1.759285661692013,87.96428308460065,12.000000000000005,3.4901849134895206,21.322483856750647,2691.387324579233,22.166999337319364,1.4,199,124,-0.022678066451190748,0,SURVEY_CRUISE
AUV_PACK_CELL_01,76,1.7674980822498434,88.37490411249217,10.336706473457934,3.5026210347426323,18.712188453679744,2694.332749686137,22.25774985015583,1.4,199,123,0.008212420557830447,1,DEEP_DIVE
AUV_PACK_CELL_01,77,1.7578168206023081,87.89084103011541,8.746106855393611,3.4979905969557348,17.534385336921495,2682.8413623180127,22.12317937737241,1.4,199,122,-0.009681261647535244,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,78,1.7518092837812165,87.59046418906082,7.297717981660219,3.487997831228412,15.953343058931988,2719.284056651354,22.034957895113653,1.4,199,121,-0.006007536821091675,0,SURVEY_CRUISE
AUV_PACK_CELL_01,79,1.7490808287715558,87.45404143857779,6.054841396180843,3.4926980208499003,16.094281800408464,2700.535175897212,21.98804491465298,1.4,199,120,-0.0027284550096606797,0,DEEP_DIVE
AUV_PACK_CELL_01,80,1.7366871994162234,86.83435997081116,5.071796769724498,3.486146864031382,14.131584225441786,2699.0733264249125,21.81973797346543,1.4,199,119,-0.012393629355332392,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,81,1.7399320346943672,86.99660173471835,4.391547869638773,3.4891351734525125,12.82758907389839,2684.3250809606484,21.84797857325023,1.4,199,118,0.0032448352781437872,0,SURVEY_CRUISE
AUV_PACK_CELL_01,82,1.7386857316553115,86.93428658276558,4.0438248370538155,3.4926213067452103,12.066054616753602,2650.0642234317415,21.819810457981497,1.4,199,117,-0.0012463030390557073,0,DEEP_DIVE
AUV_PACK_CELL_01,83,1.7399008566876624,86.99504283438311,4.043824837053815,3.4998601681614536,11.74060167692503,2652.6321960058035,21.822532504919337,1.4,199,116,0.0012151250323508833,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,84,1.7289336093731191,86.44668046865596,4.39154786963877,3.4696218450117313,12.993279687572382,2661.3406184184187,21.67252858021392,1.4,199,115,-0.010967247314543238,0,SURVEY_CRUISE
AUV_PACK_CELL_01,85,1.7250633492684146,86.25316746342074,5.071796769724493,3.5013303337465627,13.19362139708234,2629.168082866621,21.611593639634698,1.4,199,114,-0.0038702601047044816,0,DEEP_DIVE
AUV_PACK_CELL_01,86,1.7238303395982741,86.1915169799137,6.054841396180836,3.458479122004775,13.843714541382,2651.6949764525857,21.583734916042072,1.4,199,113,-0.0012330096701405058,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,87,1.7272540312990383,86.36270156495192,7.2977179816602105,3.4744821490496443,15.474431539538946,2630.895119027628,21.614166046063648,1.4,199,112,0.0034236917007641754,0,SURVEY_CRUISE
AUV_PACK_CELL_01,88,1.7228340091066978,86.14170045533488,8.746106855393576,3.4798831720648455,16.70533285358638,2622.377687886756,21.546451251492005,1.4,199,111,-0.0044200221923405,0,DEEP_DIVE
AUV_PACK_CELL_01,89,1.7174474030368614,85.87237015184307,10.336706473457937,3.4748099186773502,19.68027729099422,2632.1643995230525,21.46671858003834,1.4,199,110,-0.00538660606983643,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,90,1.7197321686730722,85.98660843365361,11.999999999999993,3.463773004801794,20.94081987847472,2621.6639496722905,21.482894251064018,1.4,199,109,0.002284765636210828,0,SURVEY_CRUISE
AUV_PACK_CELL_01,91,1.7161870972660742,85.80935486330371,13.663293526542079,3.465918777496427,22.159307205883767,2603.085507512714,21.42625267194748,1.4,199,108,-0.0035450714069980016,0,DEEP_DIVE
AUV_PACK_CELL_01,92,1.7177419055621,85.887095278105,15.253893144606387,3.4610699906534115,24.4938652140514,2619.389947050464,21.433296400841655,1.4,199,107,0.0015548082960257226,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,93,1.7090208614076594,85.45104307038297,16.70228201833978,3.458106352430558,25.24096617216359,2579.2840500860016,21.312173750098076,1.4,199,106,-0.008721044154440527,0,SURVEY_CRUISE
AUV_PACK_CELL_01,94,1.7083227147383468,85.41613573691734,17.945158603819156,3.47049602097021,26.014516503155026,2598.239034104164,21.291167658326962,1.4,199,105,-0.0006981466693125604,0,DEEP_DIVE
AUV_PACK_CELL_01,95,1.705668279038853,85.28341395194265,18.928203230275514,3.4635701548596503,28.189765268910342,2591.3965188695256,21.245804083707956,1.4,199,104,-0.0026544356994937512,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,96,1.7237506613392775,86.18753306696388,19.608452130361226,3.451070904047393,28.377907152203555,2571.35680341029,21.458627232880396,1.4,199,103,0.01808238230042436,1,SURVEY_CRUISE
AUV_PACK_CELL_01,97,1.7205152646037476,86.02576323018738,19.956175162946185,3.4649959987543326,27.937552085782958,2574.3919953336317,21.405962716093985,1.4,199,102,-0.0032353967355298607,0,DEEP_DIVE
AUV_PACK_CELL_01,98,1.7120099617788043,85.60049808894021,19.956175162946188,3.4570729952087658,28.361005823904385,2544.2332963542203,21.287816668742362,1.4,199,101,-0.008505302824943328,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,99,1.7038861732403754,85.19430866201877,19.60845213036123,3.4601286211883897,27.67064300366885,2570.3604052881037,21.174534252092794,1.4,199,100,-0.008123788538428878,0,SURVEY_CRUISE
AUV_PACK_CELL_01,100,1.6966507915573956,84.83253957786978,18.928203230275507,3.4562962884192356,26.73680336479334,2547.226467953355,21.072402831142853,1.4,199,99,-0.007235381682979769,0,DEEP_DIVE
AUV_PACK_CELL_01,101,1.6861785531882132,84.30892765941066,17.945158603819166,3.4397100498907793,26.90824737758499,2535.6591546922145,20.930197145014652,1.4,199,98,-0.01047223836918243,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,102,1.6847448654966073,84.23724327483036,16.70228201833979,3.4403981895980302,26.156990338574857,2552.7351383875534,20.90027090340471,1.4,199,97,-0.0014336876916059005,0,SURVEY_CRUISE
AUV_PACK_CELL_01,103,1.6798651737097823,83.99325868548911,15.253893144606426,3.4514729360512324,23.054609357696854,2519.9348446418585,20.827640369723365,1.4,199,96,-0.004879691786825013,0,DEEP_DIVE
AUV_PACK_CELL_01,104,1.6714751628760276,83.57375814380138,13.663293526542063,3.4481037026543344,22.444778144887348,2502.8730805545465,20.71158303822943,1.4,199,95,-0.00839001083375468,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,105,1.669593221471691,83.47966107358455,12.000000000000007,3.4397909840603584,20.174678715439093,2494.1505623971416,20.676242454705424,1.4,199,94,-0.0018819414043365068,0,SURVEY_CRUISE
AUV_PACK_CELL_01,106,1.6674153032097454,83.37076516048727,10.336706473457923,3.4391732738330876,18.593143781575574,2520.0901492701846,20.637265724766376,1.4,199,93,-0.0021779182619456883,0,DEEP_DIVE
AUV_PACK_CELL_01,107,1.6689693527169243,83.44846763584621,8.746106855393613,3.4487766489578844,16.949909893274178,2485.2935597125556,20.644483305367267,1.4,199,92,0.0015540495071788563,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,108,1.6578687928590161,82.89343964295081,7.29771798166022,3.4280842861116416,15.365722596820312,2524.3219127297652,20.495237164840297,1.4,199,91,-0.011100559857908143,0,SURVEY_CRUISE
AUV_PACK_CELL_01,109,1.6541175360889682,82.70587680444841,6.054841396180863,3.4374709738117004,14.579102210153275,2460.271058881744,20.43695298188642,1.4,199,90,-0.0037512567700479504,0,DEEP_DIVE
AUV_PACK_CELL_01,110,1.6489208161501092,82.44604080750545,5.071796769724485,3.4279780734756606,13.156321711518967,2510.4468455243505,20.360874237821548,1.4,199,89,-0.005196719938858951,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,111,1.6379235400165881,81.89617700082941,4.3915478696387735,3.425823187967728,13.026776282528694,2481.6652620080395,20.21328682263671,1.4,199,88,-0.010997276133521083,0,SURVEY_CRUISE
AUV_PACK_CELL_01,112,1.642145114909523,82.10725574547615,4.043824837053813,3.4369877685198715,12.518705782329244,2470.549303321944,20.253560989248093,1.4,199,87,0.004221574892934843,0,DEEP_DIVE
AUV_PACK_CELL_01,113,1.639429291745686,81.9714645872843,4.043824837053812,3.43225416348988,12.424350813620608,2457.3262136978656,20.208261221774027,1.4,199,86,-0.0027158231638368946,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,114,1.646263171751181,82.31315858755906,4.391547869638769,3.430135096360006,12.437766038617971,2464.987041715281,20.280645265437148,1.4,199,85,0.006833880005495008,1,SURVEY_CRUISE
AUV_PACK_CELL_01,115,1.6331350431233411,81.65675215616706,5.071796769724492,3.4330547880715434,13.283411104440326,2451.9354794636274,20.107158650934576,1.4,199,84,-0.013128128627839963,0,DEEP_DIVE
AUV_PACK_CELL_01,116,1.6328536044989557,81.64268022494778,6.054841396180854,3.418210038416327,14.932537009093734,2462.5495282302477,20.09193703263875,1.4,199,83,-0.00028143862438545497,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,117,1.6294657471166785,81.47328735583392,7.297717981660209,3.4228195297129496,16.0481765754724,2441.2134147299307,20.038517971742067,1.4,199,82,-0.003387857382277204,0,SURVEY_CRUISE
AUV_PACK_CELL_01,118,1.6230578339315278,81.15289169657639,8.7461068553936,3.410897332434065,16.757329232994323,2435.254526421928,19.94803000215205,1.4,199,81,-0.00640791318515066,0,DEEP_DIVE
AUV_PACK_CELL_01,119,1.630551898620554,81.5275949310277,10.336706473457909,3.4152416635248843,18.886372626172523,2421.045816816792,20.02839508113599,1.4,199,80,0.0074940646890262474,1,SURFACE_TRANSIT
AUV_PACK_CELL_01,120,1.6273008746756397,81.36504373378199,11.999999999999964,3.408698569456323,20.87569356168586,2419.145815644184,19.976745537518156,1.4,199,79,-0.0032510239449143885,0,SURVEY_CRUISE
AUV_PACK_CELL_01,121,1.6507761024334908,82.53880512167454,13.663293526542077,3.408969959649927,21.32859088598139,2418.117026533381,20.253041845536014,1.4,199,78,0.023475227757851158,1,DEEP_DIVE
AUV_PACK_CELL_01,122,1.6348585792681551,81.74292896340776,15.253893144606385,3.411951570254369,24.025573240796355,2381.3474741101504,20.04598195555441,1.4,199,77,-0.01591752316533568,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,123,1.637064173981947,81.85320869909735,16.70228201833978,3.3958177931676654,24.870970138866856,2380.277218668414,20.06123921364437,1.4,199,76,0.002205594713791781,0,SURVEY_CRUISE
AUV_PACK_CELL_01,124,1.620180663414929,81.00903317074645,17.945158603819138,3.4229238727568547,26.730457938115716,2405.1489614103407,19.84267662097532,1.4,199,75,-0.01688351056701798,0,DEEP_DIVE
AUV_PACK_CELL_01,125,1.6233515817563564,81.16757908781781,18.9282032302755,3.389939826185003,27.04657365200424,2390.062981571919,19.8698233606978,1.4,199,74,0.0031709183414274644,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,126,1.625508959199534,81.2754479599767,19.608452130361226,3.385858113872122,27.206011080028965,2378.2402499547097,19.88452599609606,1.4,199,73,0.002157377443177566,0,SURVEY_CRUISE
AUV_PACK_CELL_01,127,1.6088057608168174,80.44028804084087,19.956175162946188,3.4075811087350005,27.642403944004606,2374.7765089959807,19.668615709442083,1.4,199,72,-0.01670319838271661,0,DEEP_DIVE
AUV_PACK_CELL_01,128,1.60663032145497,80.3315160727485,19.956175162946188,3.4019166269396295,28.48021763627688,2373.213725580425,19.630451919665408,1.4,199,71,-0.0021754393618473866,0,SURFACE_TRANSIT
AUV_PACK_CELL_01,129,1.6038964048798172,80.19482024399086,19.60845213036123,3.3982411981705214,28.23831338122197,2353.4036047953596,19.585499779268424,1.4,199,70,-0.0027339165751527617,0,SURVEY_CRUISE
AUV_PACK_CELL_01,130,1.5979836102128582,79.8991805106429,18.92820323027552,3.3962834550926426,26.976044917723318,2343.3254291189655,19.50179197903772,1.4,199,69,-0.0059127946669590425,0,DEEP_DIVE
